YAL009w|SPO7|YHR004c|NEM1|epitope-tagged coimmuno affinity chromatography;copurification;Nem1p C-terminus inteacts with Spo7p;two hybrid|9822591|902.01.01.02.01.01.02,902.01.01.02.01.07
YAL009w|SPO7|YKL057c|NUP120|synthetic growth defect|9822591|902.01.01.02.02.02
YAL009w|SPO7|YML103c|NUP188|synthetic lethal|9822591|902.01.01.02.02.02.01
YAL011w|YAL011w|YDL181w|INH1|two hybrid interaction between coiled-coil motifs (182-277, 37-84%)|11087867|902.01.01.02.01.07,902.01.09.02
YAL011w|YAL011w|YHR158c|KEL1|two hybrid interaction between coiled-coil motifs (182-277, 1078-1163)|11087867|902.01.01.02.01.07,902.01.09.02
YAL011w|YAL011w|YIR018w|YAP5|two hybrid interaction between coiled-coil motifs (182-277, 61-148)|11087867|902.01.01.02.01.07,902.01.09.02
YAL011w|YAL011w|YOR127w|RGA1|two hybrid interaction between coiled-coil motifs (182-277, 585-668)|11087867|902.01.01.02.01.07,902.01.09.02
YAL011w|YAL011w|YOR269w|PAC1|two hybrid interaction between coiled-coil motifs (182-277, 74-140)|11087867|902.01.01.02.01.07,902.01.09.02
YAL013w|DEP1|YBL008w|HIR1|Chromatin/chromosome structure|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YAL013w|DEP1|YBL027w|RPL19B|Protein synthesis|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YBR103w|SIF2|Chromatin/chromosome structure|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YBR171w|SEC66|Vesicular transport|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YCR033w|SNT1|Chromatin/chromosome structure|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YAL013w|DEP1|YDL002c|NHP10|Unknown|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YAL013w|DEP1|YDL002c|NHP10|Unknown|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YDL074c|BRE1|Chromatin/chromosome stucture|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YAL013w|DEP1|YDL074c|BRE1|Chromatin/chromosome stucture|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YDL080c|THI3|Amino-acid metabolism|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YDR146c|SWI5|Pol II transcription|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YAL013w|DEP1|YDR146c|SWI5|Pol II transcription|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YDR181c|SAS4|Chromatin/chromosome structure|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YAL013w|DEP1|YDR181c|SAS4|Chromatin/chromosome structure|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YDR334w|SWR1|Unknown|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YDR363w-a|SEM1|Vesicular transport|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YDR392w|SPT3|Chromatin/chromosome stucture|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YDR485c|VPS72|Vesicular transport|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YAL013w|DEP1|YER016w|BIM1|Mitosis|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YER111c|SWI4|Cell cycle control|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YER139c|YER139C|Unknown|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YFR010w|UBP6|Protein modification|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YGL127c|SOH1|DNA repair|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YAL013w|DEP1|YGL127c|SOH1|DNA repair|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YGL133w|ITC1|Chromatin/chromosome structure|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YGL149w|YGL149W|Unknown|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YGL149w|YGL149W|Unknown|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YAL013w|DEP1|YGL161c|YIP5|Vesicular transport|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YAL013w|DEP1|YGL161c|YIP5|Vesicular transport|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YGL167c|PMR1|Small molecule transport|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YGL194c|HOS2|Chromatin/chromosome structure|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YAL013w|DEP1|YGL244w|RTF1|Pol II transcription|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YAL013w|DEP1|YGR105w|VMA21|Vacuolar organization and biogenesis|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YGR181w|TIM13|Protein translocation|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YGR182c|YGR182C|Unknown|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YGR200c|ELP2|Pol II transcription|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YGR270w|YTA7|Vacuolar organization and biogenesis|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YHR041c|SRB2|Pol II Transcription|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YHR060w|VMA22|Vacuolar organization and biogenesis|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YHR178w|STB5|Pol II transcription|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YHR200w|RPN10|Pol II transcription|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YJL115w|ASF1|Chromatin/chromosome structure|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YJR073c|OPI3|Lipid metabolism|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YJR140c|HIR3|Pol II transcription|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YAL013w|DEP1|YKL118w|YKL118W|Unknown|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YKR029c|SET3|Chromatin/chromosome structure|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YLR055c|SPT8|Chromatin/chromosome structure|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YLR085c|ARP6|Cell structure|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YLR087c|CSF1|Cell stress|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YLR111w|YLR111W|Unknown|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YLR268w|SEC22|Vesicular transport|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YLR384c|IKI3|Pol II transcription|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YLR418c|CDC73|Pol II transcription|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YML041c|VPS71|Vesicular transport|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YML047c|PRM6|Unknown|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YMR060c|TOM37|Mitochondrion organization and biogenesis|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YMR312w|ELP6|Pol II transcription|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YNL140c|YNL140C|Unknown|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YAL013w|DEP1|YNL140c|YNL140C|Unknown|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YNL215w|IES2|Unknown|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YNL298w|CLA4|Cell polarity|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YOL012c|HTZ1|Chromatin/chromosome structure|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YOR089c|VPS21|Vesicular transport|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YOR123c|LEO1|Chromatin/chromosome structure|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YOR213c|SAS5|Chromatin/chromosome structure|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YAL013w|DEP1|YOR213c|SAS5|Chromatin/chromosome structure|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YOR304w|ISW2|Chromatin/chromosome strucutre|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YPL055c|LGE1|Cell cycle control|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YPL086c|ELP3|Pol II transcription|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YPL101w|ELP4|Pol II transcription|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YPL102c|KRE24|Unknown|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YPL144w|YPL144W|Meiosis|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YPL174c|NIP100|Mitosis|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YAL013w|DEP1|YPR023c|EAF3|Pol II Transcription|14764870|901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YAL014c|SYN8|YAL030w|Snc1||12453154|902.01.01.02.01.01
YAL014c|SYN8|YMR197c|Vti1||12453154|902.01.01.02.01.01
YAL014c|SYN8|YOR036w|Pep12||12453154|902.01.01.02.01.01
YAL016w|TPD3|YCR066w|RAD18|tpd3 is suppressed by overproduction of Rad18p;suppression overexpression||902.01.01.02.02.01.02.01
YAL016w|TPD3|YDL134c|PPH21|epitope-tagged chelate affinity chromatography;copurification|9154823|902.01.01.02.01.02
YAL016w|TPD3|YNL127w|YNL127w|two hybrid|10688190|902.01.01.02.01.07,902.01.09.02
YAL016w|TPD3|YOR014w|RTS1|epitope-tagged chelate affinity chromatography;copurification|9154823|902.01.01.02.01.02
YAL020c|ATS1|YML085c|TUB1|ATS1 acts as a suppressor of mutations in alpha tubulin;ATS1 overexpression suppresses growth arrest and microtubule defects of tubulin mutants (class 2) which produce extra microtubules at non-permissive temperature;suppressor of mutations in alpha tubul|8070652|902.01.01.02.02.01.01
YAL021c|CCR4|YDL160c|DHH1|overexpression suppresses ccr4 sensitivity to staurosporine and caffeine;temperature and staurosporine sensitivity of ccr4 mutants are suppressed by overexpression of DHH1 and MPT5;suppression overexpression|9504907|902.01.01.02.02.01.02.01
YAL021c|CCR4|YGL178w|MPT5|overexpression suppresses temperature and staurosporine sensitivity of ccr4 mutants are suppressed by overexpression of DHH1 and MPT5;suppression overexpression|9504907|902.01.01.02.02.01.02.01
YAL021c|CCR4|YGR092w|DBF2|affinity chromatography;coimmunoprecipitation;two hybrid; coimmunoprecipitation; copurification|9311989|902.01.01.02.01.02,902.01.01.02.01.01,902.01.01.02.01.07
YAL021c|CCR4|YGR116w|SPT6|ccr4 mutant suppresses spt10 and spt6 mutantspt6 mutation is suppressed by ccr4 mutation;suppression mutation|6392016|902.01.01.02.02.01.01
YAL021c|CCR4|YJL127c|SPT10|ccr4 mutant suppresses spt10 and spt6 mutantsuppression mutation|6392016|902.01.01.02.02.01.01
YAL021c|CCR4|YJL127c|SPT10|spt10 mutation is suppressed by ccr4 mutation;suppression|8007957|902.01.01.02.02.01
YAL021c|CCR4|YJR060w|CBF1|cbf1 methionine auxotrophy suppressible by spt21, sin3, rpd3, and ccr4 mutations;mutation suppresses the methionine auxotrophy of cpf1 mutantsuppression mutation|8413187|902.01.01.02.02.01.01
YAL021c|CCR4|YLR150w|MPT4|overexpression of MPT4 suppresses staurosporine sensitivity of ccr4 mutantsuppression overexpression|9504907|902.01.01.02.02.01.02.01
YAL021c|CCR4|YLR150w|STM1|multicopy suppressor of staurosporine sensitivity of ccr4 mutantsuppression|9504907|902.01.01.02.02.01
YAL021c|CCR4|YML032c|RAD52|ccr4 mutant suppresses rad52-20 radiation sensitivity;suppression mutation|7635279|902.01.01.02.02.01.01
YAL021c|CCR4|YNR052c|POP2|CCR4 is a multicopysuppressor of pop2;CCR4 overexpression suppresses pop2 sensitivity to staurosporine and caffeine and cell lysis phenotype;overexpression of DHH1,CCR4 suppresses pop2 sensitivity to staurosporine and caffeine and cell lysis phenotype;sup|9504907|902.01.01.02.02.01.02.01
YAL021c|CCR4|YNR052c|POP2|two hybrid|9504907,9311989|902.01.01.02.01.07,902.01.09.01
YAL021c|CCR4|YNR052c|POP2|two hybrid; copurification|9311989|902.01.01.02.01.07,902.01.09.01
YAL023c|PMT2|YDL095w|PMT1|double null mutant displays increased sensitivity to the Kluyveromyces lactis zymotoxin, zymocin, compared to wild type|11571753|902.01.01.02.02.02.03
YAL023c|PMT2|YDL095w|PMT1|pmt1 pmt2 pmt3 pmt4 quadruple null mutant is lethal;pmt1 pmt2 pmt4 and pmt2 pmt3 pmt4 triple disruptant are lethal|8585318|902.01.01.02.02
YAL023c|PMT2|YDL095w|PMT1|synthetic lethal|7852348|902.01.01.02.02.02.01
YAL023c|PMT2|YJR143c|PMT4|pmt1 pmt2 pmt3 pmt4 quadruple null mutant is lethal;pmt1 pmt2 pmt4 and pmt2 pmt3 pmt4 triple disruptant are lethal|8585318|902.01.01.02.02
YAL023c|PMT2|YOR321w|PMT3|pmt1 pmt2 pmt3 pmt4 quadruple null mutant is lethal;pmt1 pmt2 pmt4 and pmt2 pmt3 pmt4 triple disruptant are lethal|8585318|902.01.01.02.02
YAL024c|LTE1|YAR019c|CDC15|cold sensitivity of lte1 cells is suppressed by cdc15-rlt;suppression mutation||902.01.01.02.02.01.01
YAL024c|LTE1|YBR140c|IRA1|heat shock sensitivity of null mutation can be suppressed by overexpression of LTE1/MSI2;LTE1 is a multicopy suppressor of heat shock sensitivity of ira1;suppression overexpression||902.01.01.02.02.01.02.01
YAL024c|LTE1|YGR152c|RSR1|LTE1 overproduction suppresses rsr1 mutants are suppressed by overproduction of LTE1, see;suppression overexpression|9613578|902.01.01.02.02.01.02.01
YAL024c|LTE1|YHR152w|SPO12|LTE1 null mutant is suppressed by overexpression of SPO12;LTE1 null mutant is suppressed by Spo12p overproduction;suppression overexpression||902.01.01.02.02.01.02.01
YAL024c|LTE1|YIL106w|MOB1|mob1-77 and mob1-95 are synthetic lethal with lte1delta;synthetic lethal|9436989|902.01.01.02.02.02.01
YAL024c|LTE1|YIR009w|MSL1|two hybrid|9207794|902.01.01.02.01.07,902.01.09.01
YAL024c|LTE1|YML064c|TEM1|overproduction of TEM1 suppresses lte1 mutants;TEM1 overexpression suppresses lte1 mutants, see;suppression overexpression|9613578|902.01.01.02.02.01.02.01
YAL024c|LTE1|YNL098c|RAS2|LTE1 overproduction can suppress heat shock sensitivity of RAS2val19 mutants;overproduction of Lte1p can suppress the heat shock sensitivity of ras2val19 mutant;suppression||902.01.01.02.02.01
YAL024c|LTE1|YNL098c|RAS2|LTE1 overproduction suppresses ras2 mutants can be suppressed by overproduction of LTE1, see;suppression overexpression|9613578|902.01.01.02.02.01.02.01
YAL024c|LTE1|YOR101w|RAS1|LTE1 overproduction suppresses ras2 mutants;ras1 mutants are suppressed by overexpression of LTE1, TEM1, SPO12, DBF2, DBF20, CDC15, CDC5, see;suppression, see;suppression overexpression|9613578|902.01.01.02.02.01.02.01
YAL025c|MAK16|YJR044c|YJR044c|two hybrid IST hits: 1|11283351|902.01.01.02.01.07,902.01.09.02
YAL026c|DRS2|YPL048w|CAM1|cold sensitive mutant is suppressed by overproduction of Tef3p;suppression overexpression||902.01.01.02.02.01.02.01
YAL026c|DRS2|YPL048w|CAM1|suppresses drs2 when expressed in multicopy on a CEN plasmid|8247005|902.01.01.02.02
YAL026c|DRS2|YPL146c|YPL146c|two hybrid IST hits: 1|11283351|902.01.01.02.01.07,902.01.09.02
YAL028w|YAL028w|YLR233c|EST1|two hybrid|10688190|902.01.01.02.01.07,902.01.09.02
YAL029c|MYO4|YFL039c|ACT1|two hybrid||902.01.01.02.01.07,902.01.09.01
YAL029c|MYO4|YFL039c|ACT1|two hybrid|YRef Z10001|902.01.01.02.01.07,902.01.09.01
YAL030w|SNC1|YBL050w|SEC17|coimmunoprecipitation; epitope-tagged coimmuno affinity chromatography;Sec17p interacts with the Snc1p/Sec9p/Sso1p complex|9195974|902.01.01.02.01.01.02
YAL030w|SNC1|YDR164c|SEC1|Snc1p can weakly suppress sec1 ts mutant;Snc1p can weakly suppress sec1 ts phenotype;suppression mutation||902.01.01.02.02.01.01
YAL030w|SNC1|YDR468c|TLG1|coimmunoprecipitation; myc-Snc1p binds at low level to Tlg1p but complex could be disrupted by Sec18p in a ATP-dependent manner|9427746|902.01.01.02.01.01
YAL030w|SNC1|YGR009c|SEC9|Snc1p can suppress sec9 ts mutant;Snc1p can suppress sec9 ts phenotype;suppression mutation||902.01.01.02.02.01.01
YAL030w|SNC1|YGR009c|SEC9|Snc1p binds strongly to a preformed Sso1p-Sec9p complex|9195974|902.01.01.02.01
YAL030w|SNC1|YGR009c|SEC9|coimmunoprecipitation|7954793|902.01.01.02.01.01
YAL030w|SNC1|YOR327c|SNC2|conditional synthetic lethal;snc1 snc2 double null mutants are conditional-lethal|9195971|902.01.01.02.02.02.02
YAL030w|SNC1|YPL232w|SSO1|Snc1p binds strongly to a preformed Sso1p-Sec9p complex; coimmunoprecipitation with Sec17p, Sec9p, Sso1p|9195974|902.01.01.02.01.01
YAL032c|PRP45|YDR416w|SYF1|two hybrid IST hits: 2|11283351|902.01.01.02.01.07,902.01.09.02
YAL032c|FUN20|YLR345w|YLR345w|two hybrid|10688190|902.01.01.02.01.07,902.01.09.02
YAL032c|PRP45|YLR345w|YLR345w|two hybrid|10688190|902.01.01.02.01.07,902.01.09.02
YAL032c|PRP45|YLR345w|YLR345w|two hybrid IST hits: 2|11283351|902.01.01.02.01.07,902.01.09.02
YAL032c|PRP45|YLR423c|APG17|two hybrid IST hits: 1|11283351|902.01.01.02.01.07,902.01.09.02
YAL032c|PRP45|YOR036w|PEP12|two hybrid IST hits: 1|11283351|902.01.01.02.01.07,902.01.09.02
YAL032c|FUN20|YPL151c|PRP46|two hybrid|10688190|902.01.01.02.01.07,902.01.09.02
YAL032c|PRP45|YPL151c|PRP46|two hybrid|10688190|902.01.01.02.01.07,902.01.09.02
YAL033w|POP5|YJR115w|YJR115w|two hybrid IST hits: 1|11283351|902.01.01.02.01.07,902.01.09.02
YAL034w-a|MTW1|YGL172w|NUP49|two hybrid|10688190|902.01.01.02.01.07,902.01.09.02
YAL034w-a|MTW1|YGR120c|SEC35|two hybrid|10688190|902.01.01.02.01.07,902.01.09.02
YAL034w-a|MTW1|YKL103c|LAP4|two hybrid|10688190|902.01.01.02.01.07,902.01.09.02
YAL035w|FUN12|YDL220c|CDC13|two hybrid|10898792|902.01.01.02.01.07,902.01.09.01
YAL035w|FUN12|YLR241w|YLR241w|two hybrid IST hits: 1|11283351|902.01.01.02.01.07,902.01.09.02
YAL036c|FUN11|YDL065c|PEX19|two hybrid IST hits: 1|11283351|902.01.01.02.01.07,902.01.09.02
YAL036c|FUN11|YDR152w|YDR152w|two hybrid|10688190|902.01.01.02.01.07,902.01.09.02
YAL036c|FUN11|YNR022c|YNR022c|two hybrid IST hits: 1|11283351|902.01.01.02.01.07,902.01.09.02
YAL038w|CDC19|YNL307c|MCK1|Co-overexpression of MCK1 suppressed all of the phenotypes associated with PYK1 overexpression;co-overexpression of PYK1 and MCK1 suppresses all of the phenotypes associated with PYK1 overexpression;suppression overexpression|9209064|902.01.01.02.02.01.02.01
